name,launchDate,audienceCum8,screen8,audienceCum14,screen14,nation,grade,groupGenre,favor,holiday,like,dislike,distCom,director,actor,actorPower8,actorPower14,directorPower8,directorPower14,distPower8,distPower14,launchDay,series,8hol,14hol
마이 리틀 자이언트,2016-08-10,74117,128,2293319,617,northA,All,SF/Fantasy/Adventure,1209,0,1311,102,월트디즈니컴퍼니코리아(주),스티븐 스필버그,"마크 라이런스,레베카 홀,빌 헤이더,제메인 클레멘트,매트 프류어,라프 스팰,아담 가들리,헤이그 수더랜드,마이클 아담스웨이트",1371289.5,9661851.8333,139519,1275774,1425444.125,2503493.875,Wed,0,3,5
터널,2016-08-10,3763657,1105,5377845,1105,korea,12,Drama,12298,0,14152,1854,(주)쇼박스,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구",12496406.433,17840879.717,2692614.5,5118987,1813712.1579,2780266.9474,Wed,0,3,5
서울역,2016-08-17,137930,440,145534,440,korea,15,Animation,14252,0,16956,2704,(주)넥스트엔터테인먼트월드(NEW),연상호,"류승룡,심은경,이준,오윤석,이건우,이동하,이상희,이상희,최길수",2674402.75,3707427.9167,3398502.5,4604539,856399.86207,1282562.7931,Wed,0,2,4
스타트렉 비욘드,2016-08-17,819394,716,1046901,716,northA,12,Action/Criminal,3459,0,3766,307,롯데쇼핑㈜롯데엔터테인먼트,저스틴 린,"크리스 파인,사이몬 페그,조 샐다나,재커리 퀸토,칼 어번,안톤 옐친,존 조,이드리스 엘바,소피아 부텔라",9507628.1667,12546248.167,819394,1046901,761607.21053,990233.84211,Wed,0,2,4
라이트 아웃,2016-08-24,706849,659,1028125,659,northA,15,Horor/Mistery,1772,0,2011,239,워너브러더스 코리아(주),데이비드 F. 샌드버그,"테레사 팔머,앨리시아 벨라-베일리,가브리엘 베이트먼,알렉산더 디퍼시아",2598591,3744524.5,706849,1028125,898054.19231,1389867.7308,Wed,0,2,4
플로렌스,2016-08-24,114065,382,135502,382,europe,15,Drama,663,0,756,93,(주)이수C&E,스티븐 프리어스,"메릴 스트립,휴 그랜트",323316.5,360348.5,114065,135502,181013.07692,225892.15385,Wed,0,2,4
고스트버스터즈,2016-08-25,351507,511,499841,511,northA,12,Action/Criminal,2046,0,2374,328,유니버설픽쳐스인터내셔널 코리아(유),폴 페이그,"멜리사 맥카시,크리스 헴스워스,크리스틴 위그,케이트 맥키넌,레슬리 존스",4210985.75,6574658.5,722559,1099812,708672.65854,965092.63415,Thu,0,2,4
메카닉: 리크루트,2016-08-31,470847,320,526865,320,northA,15,Action/Criminal,2297,0,2497,200,(주)제이앤씨미디어그룹,데니스 간젤,"제이슨 스타뎀,제시카 알바,토미 리 존스,양자경",3391048.75,4347681.25,470847,526865,345736,391253,Wed,0,2,4
거울나라의 앨리스,2016-09-07,272918,515,461244,515,northA,12,SF/Fantasy/Adventure,7250,0,7616,366,월트디즈니컴퍼니코리아(주),제임스 보빈,"조니 뎁,앤 해서웨이,미아 와시코브스카,헬레나 본햄 카터,사챠 바론 코헨,알란 릭맨,마이클 쉰,앤드류 스캇",3129698.8333,5143587.6667,272918,461244,1425444.125,2503493.875,Wed,0,3,7
"고산자, 대동여지도",2016-09-07,445665,765,877939,765,korea,All,History,2958,0,3583,625,씨제이이앤엠(주),강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,박상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,조경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용",7914966.1667,12971260.5,445665,877939,965818.5,1527981.32,Wed,0,3,7
달빛궁궐,2016-09-07,81230,425,139584,425,korea,All,Animation,745,0,1760,1015,(주)넥스트엔터테인먼트월드(NEW),김현주,"김서영,이하늬,권율,김슬기,신용우,이장원,시영준,이상범,이현,강시현,문유정,정주원,신경선,이유리",1953829.5333,2488134.5667,81230,139584,856399.86207,1282562.7931,Wed,0,3,7
로빈슨 크루소,2016-09-07,65295,329,116034,329,europe,All,Animation,701,0,762,61,(주)영화사 빅,"벤 스타센,빈센트 케스텔루트","마티아스 슈바이그호퍼,데이비드 하워드,콜린 메츠거,라일라 베르진,조이 카멘,마리브 헤링턴",326475,580170,130590,232068,132462,163520,Wed,0,3,7
밀정,2016-09-07,3226066,1444,6263056,1444,korea,15,Action/Criminal,12533,0,13996,1463,워너브러더스 코리아(주),김지운,"송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우",15071377,26828814,3226066,6263056,898054.19231,1389867.7308,Wed,0,3,7
장난감이 살아있다,2016-09-07,79144,294,132153,294,others,All,Animation,926,0,976,50,"㈜코리아스크린,와이드 릴리즈(주)",후안 호세 캄파넬라,"니콜라스 홀트,아리아나 그란데,케이티 홈즈,루퍼트 그린트",1288661.6667,2118308.6667,79144,132153,186329,271858,Wed,0,3,7
드림 쏭,2016-09-14,173523,399,206142,399,northA,All,Animation,1849,1,1904,55,(주)이수C&E,애쉬 브래넌,"J.K. 시몬스,루크 윌슨,에디 이자드,맷 딜런",1371777.25,1970717.75,173523,206142,181013.07692,225892.15385,Wed,0,5,7
매그니피센트 7,2016-09-14,756010,579,913170,579,northA,15,Action/Criminal,2148,1,2669,521,유니버설픽쳐스인터내셔널 코리아(유),안톤 후쿠아,"덴젤 워싱턴,크리스 프랫,이병헌,에단 호크,맷 보머,빈센트 도노프리오,해일리 베넷,캠 지갠뎃",4945252,6457348.75,423371,506794.5,708672.65854,965092.63415,Wed,1,5,7
벤허,2016-09-14,1003113,717,1283858,717,northA,12,SF/Fantasy/Adventure,1196,1,1449,253,롯데쇼핑㈜롯데엔터테인먼트,티무르 베크맘베토브,"잭 휴스턴,토비 켑벨,모건 프리먼,로드리고 산토로,할룩 빌기너,요한 필리프 아스베크,모이세스 아리아스,아예렛 주러,소피아 블랙 디엘리아,제임스 코스모,다토 바크하제,자레스 J. 메즈",5412539.6667,6854985.6667,1003113,1283858,761607.21053,990233.84211,Wed,0,5,7
카페 소사이어티,2016-09-14,74511,199,101518,199,northA,15,Melo/Romance,765,1,824,59,CGV아트하우스,우디 앨런,"제시 아이젠버그,크리스틴 스튜어트,스티브 카렐,블레이크 라이블리",1479652.5,1906979.25,74511,101518,421651.66667,606124.26667,Wed,0,5,7
아이 엠 어 히어로,2016-09-21,179249,263,206938,263,others,19,Action/Criminal,1082,0,1355,273,(주)영화사 빅,사토 신스케,"오오이즈미 요,아리무라 카스미,나가사와 마사미",1262284.5,1857460.5,179249,206938,132462,163520,Wed,0,2,5
미스 페레그린과 이상한 아이들의 집,2016-09-28,1253955,904,2122413,904,northA,12,Horor/Mistery,8309,0,8695,386,이십세기폭스코리아(주),팀 버튼,"에바 그린,사무엘 L. 잭슨,아사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드",5745750,9517674.4,1253955,2122413,904472.46429,1334770.9286,Wed,0,3,5
브리짓 존스의 베이비,2016-09-28,463038,509,668245,509,northA,15,Comedy,3229,0,3519,290,유니버설픽쳐스인터내셔널 코리아(유),샤론 맥과이어,"르네 젤위거,콜린 퍼스,패트릭 뎀시",1756935,2952683.5,463038,668245,708672.65854,965092.63415,Wed,0,3,5
설리: 허드슨강의 기적,2016-09-28,418062,573,562204,573,northA,12,Drama,1891,0,2082,191,워너브러더스 코리아(주),클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니",1126117.1667,1500463.6667,314563,415966,898054.19231,1389867.7308,Wed,1,3,5
아수라,2016-09-28,2218912,1278,2521485,1278,korea,19,Action/Criminal,24622,0,28898,4276,씨제이이앤엠(주),김성수,"정우성,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진",12338573.383,17548738.85,2218912,2521485,965818.5,1527981.32,Wed,0,3,5
맨 인 더 다크,2016-10-05,708515,671,925606,671,northA,19,Thiller/War,2230,0,2626,396,유니버설픽쳐스인터내셔널 코리아(유),페드 알바레즈,"제인 레비,딜런 미네트,스티븐 랭,다니엘 조바토",2602618,3390448.5,708515,925606,708672.65854,965092.63415,Wed,0,2,4
럭키,2016-10-13,2879406,1158,4818346,1234,korea,15,Comedy,14534,0,15767,1233,(주)쇼박스,이계벽,"유해진,이준,조윤희,임지연,전혜빈,이동휘,박선용,박은미,정소리,이승철,최시형,홍의권,문광식",10251708.667,16792281.367,2879406,4818346,1813712.1579,2780266.9474,Thu,0,2,4
인페르노,2016-10-19,557906,754,644334,754,northA,15,Horor/Mistery,2093,0,2279,186,유니버설픽쳐스인터내셔널 코리아(유),론 하워드,"톰 행크스,펠리시티 존스,벤 포스터,이르판 칸,오마 사이,시드 바벳 크누센,안나 울라루",2508593,3003627.3333,525913,721533,708672.65854,965092.63415,Wed,0,2,4
닥터 스트레인지,2016-10-26,2842766,1503,4134664,1503,northA,12,Action/Criminal,16232,0,17810,1578,월트디즈니컴퍼니코리아(주),스콧 데릭슨,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼,매즈 미켈슨,치웨텔 에지오포,스콧 앳킨스,마이클 스털버그,베네딕트 왕",8506392,12168552.75,2842766,4134664,1425444.125,2503493.875,Wed,0,2,4
혼숨,2016-10-26,217435,498,282054,498,korea,15,Horor/Mistery,3701,0,4178,477,(주)프레인글로벌,이두환,"류덕환,조복래,박형서,조동혁,이규섭,이수빈,조혜원",1624538,2128743,217435,282054,217435,282054,Wed,0,2,4
스플릿,2016-11-09,553151,702,703821,702,korea,15,Drama,1463,0,1700,237,오퍼스픽쳐스,최국희,"유지태,이정현,이다윗,정성화,김지은,김태훈,신민수,윤수현,이정주,이지수,조선묵,조수정,최승",2729356.3333,3436184.6667,553151,703821,612994.5,835075.25,Wed,0,2,4
위자: 저주의 시작,2016-11-09,63236,400,322310,467,northA,12,Horor/Mistery,783,0,879,96,유니버설픽쳐스인터내셔널 코리아(유),마이크 플래너건,"엘리자베스 리저,애너리즈 바쏘,헨리 토마스",189708,966930,63236,322310,708672.65854,965092.63415,Wed,0,2,4
가려진 시간,2016-11-16,434830,884,502419,884,korea,12,Drama,11137,0,12208,1071,(주)쇼박스,엄태화,"강동원,신은수,이효제,김희원,권해효,김단율,정우진,엄태구,박종환,김동현,김예지,이영상,조슬예,고민우",7570904.25,11016660.5,434830,502419,1813712.1579,2780266.9474,Wed,0,2,4
신비한 동물사전,2016-11-16,2379264,1431,3571998,1431,northA,12,SF/Fantasy/Adventure,12143,0,12840,697,워너브러더스 코리아(주),데이빗 예이츠,"에디 레드메인,콜린 파렐,캐서린 워터스턴,앨리슨 수돌,댄 포글러,사만다 모튼,젠 머레이",9758349.1667,14445345.667,1525881,2205220.5,898054.19231,1389867.7308,Wed,0,2,4
형,2016-11-23,1461481,993,2321198,993,korea,12,Comedy,24449,0,25600,1151,씨제이이앤엠(주),권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수",5498033.5,8362024.3333,1461481,2321198,965818.5,1527981.32,Wed,0,2,4
미씽: 사라진 여자,2016-11-30,884449,790,1090230,790,korea,15,Horor/Mistery,4225,0,4785,560,메가박스(주)플러스엠,이언희,"서하늬,엄지원,공효진,강태수,김광호,김석태,김용철,김해일,서인덕,안재만",4774166.5,6159215.25,884449,1090230,693225.23077,986813.84615,Wed,0,2,4
잭 리처: 네버 고 백,2016-11-30,540290,667,603353,667,northA,15,Action/Criminal,1718,0,1974,256,롯데쇼핑㈜롯데엔터테인먼트,에드워드 즈윅,"톰 크루즈,코비 스멀더스,로버트 네퍼,알디스 호지,제이슨 더글러스,다니카 야로쉬,홀트 맥칼라니",4461087.3333,5399067.3333,540290,603353,761607.21053,990233.84211,Wed,1,2,4
라라랜드,2016-12-07,794179,727,1457996,727,northA,12,Drama,2227,0,2499,272,판씨네마(주),다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗",3170142.25,5408218.75,622464,1205386,305844.4,464021.6,Wed,0,2,4
아기배달부 스토크,2016-12-07,189309,538,298043,538,northA,All,Animation,1273,0,1376,103,워너브러더스 코리아(주),"니콜라스 스톨러,더그 스윗랜드","앤디 샘버그,켈시 그래머,제니퍼 애니스턴,티 버렐",757236,1192172,378618,596086,898054.19231,1389867.7308,Wed,0,2,4
판도라,2016-12-07,1947524,1166,3381773,1184,korea,12,Drama,6819,0,8338,1519,(주)넥스트엔터테인먼트월드(NEW),박정우,"김남길,김영애,문정희,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성",8943353.8667,14328440.45,1947524,3381773,856399.86207,1282562.7931,Wed,0,2,4
원피스 필름 골드,2016-12-08,164231,445,212742,445,others,12,Animation,9777,0,10041,264,씨제이이앤엠(주),미야모토 히로아키,"타나카 마유미,나카이 카즈야,오카무라 아케미,야마구치 캇페이,히라타 히로아키,오오타니 이쿠에,야마구치 유리코,야오 카즈키",902223.5,1172247.5,164231,212742,965818.5,1527981.32,Thu,0,2,4
"당신, 거기 있어줄래요",2016-12-14,784933,767,1046490,767,korea,12,SF/Fantasy/Adventure,7489,0,8363,874,롯데쇼핑㈜롯데엔터테인먼트,홍지영,"김윤석,변요한,채서진,김상호,안세하,박혜수,김호정,한한나",4231893.6667,5804774.2667,784933,1046490,761607.21053,990233.84211,Wed,0,2,4
마스터,2016-12-21,3835983,1501,5759562,1501,korea,15,Action/Criminal,16340,0,18671,2331,씨제이이앤엠(주),조의석,"이병헌,강동원,김우빈,엄지원,오달수,진경,김정우,장한별",10574107.1,15033313.05,3835983,5759562,965818.5,1527981.32,Wed,0,2,4
씽,2016-12-21,745207,795,1319765,795,northA,All,Animation,3252,0,3517,265,유니버설픽쳐스인터내셔널 코리아(유),가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,세스 맥팔레인",5167920.05,9483216.4,745207,1319765,708672.65854,965092.63415,Wed,0,2,4
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,181460,480,259147,480,others,All,Animation,3487,0,3705,218,(주)이수C&E,유야마 쿠니히코,,1,1,179720.33333,251038.66667,181013.07692,225892.15385,Thu,0,2,4
로그 원: 스타워즈 스토리,2016-12-28,855330,907,1012707,907,northA,12,Action/Criminal,2833,0,3189,356,월트디즈니컴퍼니코리아 유한책임회사,가렛 에드워즈,"펠리시티 존스,디에고 루나,매즈 미켈슨,리즈 아메드,포레스트 휘테커,견자단,알란 터딕,강문",5733304.9167,7522756.5,855330,1012707,1423002.25,1895495,Wed,1,2,4
루돌프와 많이있어,2016-12-28,158860,375,212426,375,others,All,Animation,1094,0,1183,89,씨제이이앤엠(주),"유야마 쿠니히코,사카키바라 모토노리","김율,신용우,홍범기,시영준,김영찬,정유정,김가령,이노우에 마오,스즈키 료헤이,미즈키 나나,후루타 아라타",814894.2,1053014.4,338580.33333,463464.66667,965818.5,1527981.32,Wed,0,2,4
너의 이름은.,2017-01-04,1628324,947,2680231,947,others,12,Animation,20675,0,22123,1448,메가박스(주)플러스엠,신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논",6468335.5,11292869.5,1628324,2680231,693225.23077,986813.84615,Wed,0,2,4
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,296708,526,354327,526,europe,All,Animation,1799,0,1912,113,(주)이수C&E,알렉세이 트시칠린,"박지윤,엄상현,남도형,박상훈,이재범",1273942.6667,1522040.8333,397514,474641,181013.07692,225892.15385,Wed,0,2,4
사랑하기 때문에,2017-01-04,295877,542,338588,542,korea,12,Comedy,6287,0,7040,753,(주)넥스트엔터테인먼트월드(NEW),주지홍,"차태현,김유정,서현진,박근형,선우용녀,성동일,배성우,임주환,김윤혜,오나라,김사희,장도윤,김강훈",4107663.7333,5676663.8333,295877,338588,856399.86207,1282562.7931,Wed,0,2,4
여교사,2017-01-04,105081,393,112774,393,korea,19,Drama,3223,0,4208,985,필라멘트픽쳐스,김태용,"김하늘,유인영,이원근,이기우",843114.5,1051235.5,105081,112774,105081,112774,Wed,0,2,4
패신저스,2017-01-04,591953,608,666285,608,northA,12,SF/Fantasy/Adventure,3091,0,3472,381,유니버설픽쳐스인터내셔널 코리아(유),모튼 틸덤,"크리스 프랫,제니퍼 로렌스,마이클 쉰,앤디 가르시아,로렌스 피쉬번",4537105.5,5719860,700159,971276.5,708672.65854,965092.63415,Wed,0,2,4
어쌔신 크리드,2017-01-11,344211,566,354032,566,northA,15,Action/Criminal,5329,0,5645,316,이십세기폭스코리아(주),저스틴 커젤,"마이클 패스벤더,마리옹 꼬띠아르,아리안 라베드,제레미 아이언스,브렌단 글리슨,마이클 K. 윌리엄스",2598744.1667,3194922.6667,344211,354032,904472.46429,1334770.9286,Wed,0,2,4
얼라이드,2017-01-11,418161,546,474109,546,northA,15,Thiller/War,1241,0,1400,159,롯데쇼핑㈜롯데엔터테인먼트,로버트 저메키스,"브래드 피트,마리옹 꼬띠아르,리지 캐플란,매튜 구드,자레드 해리스",2006923.1667,2452887.3333,310339,353549,761607.21053,990233.84211,Wed,0,2,4
모아나,2017-01-12,915567,953,1387379,953,northA,All,Animation,2439,0,2774,335,월트디즈니컴퍼니코리아 유한책임회사,"론 클레멘츠,존 머스커","드웨인 존슨,아우이 크라발호,알란 터딕,제메인 클레멘트,테무에라 모리슨",4569863.25,7979505.25,1831134,2774758,1423002.25,1895495,Thu,0,2,4
공조,2017-01-18,1621572,987,4860129,1392,korea,15,Action/Criminal,8602,0,9879,1277,씨제이이앤엠(주),김성훈,"현빈,유해진,김주혁,장영남,이해영,윤아,이동휘",7549152.9833,17787241.517,2692614.5,5118987,965818.5,1527981.32,Wed,0,2,6
더 킹,2017-01-18,2372889,1310,4410130,1310,korea,15,Action/Criminal,15590,0,17679,2089,(주)넥스트엔터테인먼트월드(NEW),한재림,"조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용",9127621.7333,15458053.667,2372889,4410130,856399.86207,1282562.7931,Wed,0,2,6
터닝메카드W: 블랙미러의 부활,2017-01-18,303598,570,401000,570,korea,All,Animation,5227,0,5861,634,씨네그루(주)키다리이엔티,홍헌표,"소연,윤아영,신용우,장광,강호철,안영미,윤미나",1479014.95,1771490.9,303598,401000,243601.66667,283406.66667,Wed,0,2,6
레지던트 이블: 파멸의 날,2017-01-25,576181,599,738628,599,northA,19,Action/Criminal,8631,1,9388,757,유니버설픽쳐스인터내셔널 코리아(유),폴 W.S. 앤더슨,"밀라 요보비치,알리 라터,이아인 글렌,숀 로버츠,이준기",2880905,3693140,576181,738628,708672.65854,965092.63415,Wed,0,4,6
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,98994,334,118184,334,others,All,Animation,5353,1,5649,296,(주)넥스트엔터테인먼트월드(NEW),타카하시 와타루,"박영남,김환진,강희선,여민정,장경희,정혜옥,송하림,김연우,박영화,장 미,윤은서,이기성,장예나,김민주,현경수",555460.5,664402,98994,118184,856399.86207,1282562.7931,Wed,0,4,6
컨택트,2017-02-02,474040,605,591671,605,northA,12,SF/Fantasy/Adventure,1671,0,2339,668,유니버설픽쳐스인터내셔널 코리아(유),드니 빌뇌브,"에이미 아담스,제레미 레너,포레스트 휘테커",3893604.75,5046052.5,277563,356117,708672.65854,965092.63415,Thu,0,2,4
명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,96807,215,120469,215,others,12,Animation,8294,0,8606,312,씨제이이앤엠(주),야마모토 야스이치로,,1,1,208068.66667,276750.66667,965818.5,1527981.32,Wed,0,2,4
트리플 엑스 리턴즈,2017-02-08,434853,590,472475,590,northA,15,Action/Criminal,1432,0,1709,277,롯데쇼핑㈜롯데엔터테인먼트,D.J. 카루소,"빈 디젤,사무엘 L. 잭슨,루비 로즈,니나 도브레브,토니 콜렛,디피카 파드콘,토니 자",3101214.2,3953494.8,434853,472475,761607.21053,990233.84211,Wed,0,2,4
50가지 그림자: 심연,2017-02-09,156963,435,181941,435,northA,19,Drama,3262,0,3757,495,유니버설픽쳐스인터내셔널 코리아(유),제임스 폴리,"제이미 도넌,다코타 존슨",467170,539440,156963,181941,708672.65854,965092.63415,Thu,0,2,4
레고 배트맨 무비,2017-02-09,124397,427,141774,427,northA,All,Animation,1079,0,1190,111,워너브러더스 코리아(주),크리스 맥케이,"윌 아넷,로자리오 도슨,랄프 파인즈,마이클 세라",497588,567096,124397,141774,898054.19231,1389867.7308,Thu,0,2,4
발레리나,2017-02-09,125537,434,170931,434,europe,All,Animation,1355,0,1448,93,판씨네마(주),"에릭 섬머,에릭 와린","엘르 패닝,데인 드한",264558.5,486361,251074,341862,305844.4,464021.6,Thu,0,2,4
조작된 도시,2017-02-09,1511076,1019,2155595,1019,korea,15,Action/Criminal,11109,0,12267,1158,씨제이이앤엠(주),박광현,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬",6310199.0833,8723839.6833,1511076,2155595,965818.5,1527981.32,Thu,0,2,4
그레이트 월,2017-02-15,444800,598,496550,598,northA,12,SF/Fantasy/Adventure,825,0,1501,676,유니버설픽쳐스인터내셔널 코리아(유),장예모,"맷 데이먼,페드로 파스칼,윌렘 데포,유덕화,루한,경첨,너맨 아카,펑위옌,장 한유",3196269.1667,3893994.5,444800,496550,708672.65854,965092.63415,Wed,0,2,4
더 큐어,2017-02-15,152506,419,459929,419,northA,19,Horor/Mistery,2545,0,2824,279,이십세기폭스코리아(주),고어 버빈스키,"데인 드한,제이슨 아이삭스,미아 고스,셀리아 임리",596539.5,1695217,152506,459929,904472.46429,1334770.9286,Wed,0,2,4
재심,2017-02-15,1370817,935,2030706,935,korea,15,Drama,6221,0,6797,576,"오퍼스픽쳐스,CGV아트하우스",김태윤,"정우,강하늘,김해숙,이동휘,한재영,이경영",7281344.6667,11582113.067,1370817,2030706,1034646.1667,1441199.5167,Wed,0,2,4
마이펫 오지,2017-02-16,119790,393,117732,393,europe,All,Animation,1610,0,1676,66,롯데쇼핑㈜롯데엔터테인먼트,알베르토 로드리게즈,,1,1,119790,117732,761607.21053,990233.84211,Thu,0,2,5
트롤,2017-02-16,589253,622,533609,622,northA,All,Animation,1899,0,2126,227,씨제이이앤엠(주),"마이크 미첼,월트 도른","안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,크리스토퍼 민츠 플라세,크리스틴 바란스키,제프리 탬보,러셀 브랜드,쿠널 나이어,그웬 스테파니,제임스 코든,존 클리즈,쿠벤자네 왈리스,월트 도른,이성경,박형식,김하영,엄상현,전숙경,장광,이현,김명준,김도영,신용우",4155435.6167,4153941.2333,1178506,1067218,965818.5,1527981.32,Thu,0,2,5
23 아이덴티티,2017-02-22,1316094,952,1562611,952,northA,15,Thiller/War,3368,0,3751,383,유니버설픽쳐스인터내셔널 코리아(유),M. 나이트 샤말란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운",6876208,8404870.5,1316094,1562611,708672.65854,965092.63415,Wed,0,3,5
루시드 드림,2017-02-22,100189,461,101821,461,korea,15,SF/Fantasy/Adventure,3362,0,5396,2034,(주)넥스트엔터테인먼트월드(NEW),김준성,"고수,설경구,박유천,강혜정,박인환,천호진",1579325.6667,1836267.6667,100189,101821,856399.86207,1282562.7931,Wed,0,3,5
문라이트,2017-02-22,71031,173,115738,191,northA,15,Drama,607,0,757,150,CGV아트하우스,배리 젠킨스,"트레반트 로즈,앙드레 홀랜드,나오미 해리스",222943.5,339554.5,71031,115738,421651.66667,606124.26667,Wed,0,3,5
싱글라이더,2017-02-22,320079,576,344469,576,korea,15,Drama,2922,0,3838,916,워너브러더스 코리아(주),이주영,"이병헌,공효진,안소희",2160930,2827512.5,320079,344469,898054.19231,1389867.7308,Wed,0,3,5
존 윅 - 리로드,2017-02-22,220625,250,255641,250,northA,19,Action/Criminal,1696,0,1842,146,(주)제이앤씨미디어그룹,채드 스타헬스키,"키아누 리브스,이안 맥쉐인,루비 로즈,브리짓 모나핸,피터 스토메어,존 레귀자모,로렌스 피쉬번,데이비드 패트릭 켈리,커먼,랜스 레딕,리카르도 스카마르치오",2850217.5,3493273,165643,185257,345736,391253,Wed,1,3,5
핵소 고지,2017-02-22,152375,442,166783,442,northA,15,Drama,2328,0,2640,312,판씨네마(주),멜 깁슨,"앤드류 가필드,샘 워싱턴,휴고 위빙",523156,581329.5,152375,166783,305844.4,464021.6,Wed,0,3,5
눈길,2017-03-01,104626,495,122235,495,korea,15,Drama,3524,0,3833,309,"(주)엣나인필름,CGV아트하우스",이나정,"김영옥,김향기,김새론,조수향,서영주,장영남",1875925.4,3032494.9,104626,122235,544794.66667,757062.26667,Wed,0,3,5
로건,2017-03-01,1312794,954,1859453,954,northA,19,Action/Criminal,3521,0,4093,572,이십세기폭스코리아(주),제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐",5200026.5,7336907.75,1312794,1859453,904472.46429,1334770.9286,Wed,0,3,5
해빙,2017-03-01,1006919,915,1165206,915,korea,15,Thiller/War,7960,0,8972,1012,롯데쇼핑㈜롯데엔터테인먼트,이수연,"조진웅,신구,김대명,송영창,이청아,윤세아",6321172,8336250.8,1006919,1165206,761607.21053,990233.84211,Wed,0,3,5
콩: 스컬 아일랜드,2017-03-08,1195510,984,1595383,984,northA,12,Action/Criminal,2628,0,2936,308,워너브러더스 코리아(주),조던 복트-로버츠,"톰 히들스턴,브리 라슨,사무엘 L. 잭슨,존 굿맨",3869342,5188072.9,1195510,1595383,898054.19231,1389867.7308,Wed,1,2,4
비정규직 특수요원,2017-03-16,144229,497,148703,497,korea,15,Comedy,1782,0,2648,866,"(주)이수C&E,(주)스톰픽쳐스코리아",김덕수,"강예원,한채아,조재윤,김민교,김성은,남성진,동현배,남궁민",1368039.8667,1673884.4,144229,148703,325242.07692,374595.15385,Thu,0,2,4
보통사람,2017-03-23,329602,621,379023,621,korea,15,Drama,2096,0,2459,363,오퍼스픽쳐스,김봉한,"손현주,장혁,김상호,라미란,정만식,조달환,지승현,오연아,강현구",4407361.55,6422573.65,329602,379023,612994.5,835075.25,Thu,0,2,4
프리즌,2017-03-23,1700909,1047,2378417,1047,korea,19,Action/Criminal,7242,0,8022,780,(주)쇼박스,나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호",6706047.7,9276585.9,1700909,2378417,1813712.1579,2780266.9474,Thu,0,2,4
히든 피겨스,2017-03-23,208809,448,315837,448,northA,12,Drama,1771,0,1921,150,이십세기폭스코리아(주),데오도르 멜피,"타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,커스틴 던스트,짐 파슨스",1064482,1588639,208809,315837,904472.46429,1334770.9286,Thu,0,2,4
공각기동대 : 고스트 인 더 쉘,2017-03-29,651472,807,750046,807,northA,15,SF/Fantasy/Adventure,3415,0,4457,1042,롯데쇼핑㈜롯데엔터테인먼트,루퍼트 샌더스,"스칼렛 요한슨,마이클 피트,마이클 윈코트,요한 필리프 아스베크,etc노 다케시",5008818.8,6987555.4,651472,750046,761607.21053,990233.84211,Wed,1,2,4
